0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
7.327320850464637e-05,0.0031048755087155805,-0.5293133972130198,94.01663206016013,6762.202455735182,22008.06811889073,-58192270.29929116,-7.640546339334085e-08,-3.233895843363511e-07,-1.1218476391835563e-07,-5.69870569905539e-06,-6.666911359894025e-09,-1.2248991191451521e-05,-1.9126451746741638e-09,-8.477912342147206e-10,-5.846576282684221e-08,-1.1704236414577495e-07,7.974450033975632e-09,6.943303019541818e-11,-8.008572424203965e-08,-4.1287824421001855e-09,-3.982982160729008e-08
0.003104875508715326,5.269078914017948,-414.12674754975535,119496.15134268416,-13718178.972319068,1537440492.2744887,-160265722909.83997,-2.8760090302385513e-05,-2.026669485266137e-05,-2.8474665162377345e-05,6.985863962050722e-05,1.2005604058998508e-06,-0.030471218089598323,-8.502697961656104e-07,5.823004163601768e-07,-2.9010370954547063e-05,-1.237736094702009e-05,1.162700908336405e-06,-6.423364658068125e-07,2.040018570884416e-06,5.316748834002204e-07,-2.8793277727663533e-05
-0.5293133972128932,-414.12674754969913,211151.42181666163,-28576374.583336145,4251296164.13906,-711777579575.4419,62402515128892.086,-0.015896453996222693,0.015001472424108134,0.0014555047971200998,0.3062924150735957,0.0005161789780160858,1.308377926315732,-2.7330869441843493e-05,0.00017499791685340676,-0.0014230768110668666,0.006640502543931271,-0.0008630318002013773,5.01504181563413e-06,0.005903030003475082,0.00035233472606629817,-0.002469420236669081
94.0166320601359,119496.15134267724,-28576374.583337586,6716803425.779695,-998608157913.5977,155195349538170.28,-1.6293765909381644e+16,2.84316068918449,-1.4151497482101036,-0.4489931763004473,-20.33888757114764,-0.0280415728535697,-439.1575902404591,-0.012084122807447929,0.02292172180809887,-0.41846254069771843,-0.7413905944330731,0.15322415462233183,-0.003729048285336782,-0.06219122139784675,-0.0034869258353580073,-0.37306869583858693
6762.202455739317,-13718178.972317105,4251296164.139183,-998608157913.5671,199010439832513.56,-3.023774704379227e+16,2.999975035034063e+18,-382.77752907314215,133.03766898911803,22.493112879152786,680.0688267421078,3.638043763703702,39012.39157609861,0.3711667356973394,0.6061328929910467,9.164588980160092,58.91241912806565,-27.365859245793047,-0.14756696713226142,42.43478965554818,1.9937435044975294,8.907118440223067
22008.068118394935,1537440492.2740593,-711777579575.4648,155195349538165.06,-3.0237747043792164e+16,5.758620208808763e+18,-5.841088133243884e+20,48321.14609741322,-37621.03178068347,1.8689536461041447,-632317.5502891907,-1129.1772709000788,-2261853.2815257395,24.647098543042972,207.2884085718603,834.5655402203984,-12791.230805247675,4513.032032143064,102.61452436210898,-5157.980529704021,-444.3499049765059,2566.7625857423204
-58192270.2992641,-160265722909.79388,62402515128895.25,-1.6293765909381214e+16,2.999975035034066e+18,-5.8410881332439174e+20,8.88723956658512e+22,-5172359.910908832,1618221.28204121,-273578.5236494331,-10298606.305274528,197204.88870420778,210164878.83932024,2413.157800874216,-133101.26625957535,221442.0486088904,1102295.5767783336,-401229.9749405638,-10340.44326597694,-660893.7382404036,-23865.90500390628,511282.1724995394
-7.640546339336546e-08,-2.8760090302388562e-05,-0.015896453996222304,2.843160689184327,-382.77752907312214,48321.14609740917,-5172359.910908442,3.4173556991846203e-07,-2.97550728267323e-10,4.294580954442299e-10,-1.5096578269475704e-08,-5.5171707918885763e-11,3.2922444640123206e-07,1.3334906360667846e-11,8.920429499499773e-12,4.4373022532368554e-10,-7.346366140725711e-10,-4.924083046143245e-10,-7.54228411507581e-13,-1.306090813677346e-11,-1.2236010117006187e-11,4.5424704603114353e-10
-3.2338958433631656e-07,-2.026669485265322e-05,0.01500147242410743,-1.415149748209782,133.03766898912616,-37621.03178068794,1618221.2820416468,-2.9755072826686705e-10,2.144423645650042e-07,4.779159943403759e-10,-8.02125673099313e-07,6.322476650081812e-11,5.5298036160888775e-08,2.3611638599046794e-12,2.6314902819112564e-11,7.763839372125693e-12,9.104626048133775e-10,-7.843235527690622e-11,-9.14585129539011e-13,5.5623336655776896e-09,7.057469501391681e-10,-9.39152160882482e-10
-1.1218476391839309e-07,-2.8474665162535066e-05,0.0014555047971718587,-0.4489931763118486,22.49311288105984,1.8689533608025668,-273578.52362782095,4.2945809543634245e-10,4.779159943435319e-10,7.672427528073882e-08,6.143719363594438e-09,-6.552907377658919e-10,1.7077720420593025e-07,3.339593695084479e-10,6.645857255528238e-11,2.7559878344089444e-10,1.8214543102062254e-10,-1.0175645238911136e-11,3.4081241900797673e-12,1.0634877235681567e-10,2.759875348865832e-12,1.9963986541964035e-10
